"","incidenceRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PercentMarried","PctMarriedHouseholds","BirthRate","deathRate","modeEdu18_24","PctNoHS18_24","PctBachDeg25_Over","modeHI","IDW"
"586",469.8,54610,37001,12.9,0,"(54545.6, 61494.5]",50,47.9,52.6,2.36,52.2,55.32495512,3.698558778,166.6,"HS18_24",21.5,14.7,"PrivateCoverage","77to90"
"587",489.2,42302,225411,21.9,70.98145166,"(40362.7, 42724.4]",36.8,35.2,39.1,2.55,42.4,42.75182259,5.545831589,178.7,"HS18_24",8.5,17.5,"PrivateCoverage","77to90"
"588",413.9,53321,44828,13.7,0,"(51046.4, 54545.6]",50.7,50,51.4,2.45,55.5,54.85049834,2.851375221,157.4,"HS18_24",15,14.4,"PrivateCoverage","90to95"
"589",400.2,48006,21482,14.3,0,"(45201, 48021.6]",34,33.1,35,3.04,55.1,57.56531726,6.602564103,153.3,"HS18_24",14.2,11.4,"PrivateCoverage","77to90"
"590",482.9,34679,10724,18.8,0,"(34218.1, 37413.8]",45.1,44.6,45.6,2.42,44.7,43.25842697,2.504393673,211.9,"SomeCol18_24",19.6,5.1,"PrivateCoverage","Lt77"
"591",456.3,80338,1126745,10.5,332.817097,"(61494.5, 125635]",38.8,37.5,40.1,2.82,51.5,53.83079507,5.114550334,151.5,"HS18_24",12.7,25.2,"PrivateCoverage","Lt77"
"592",431.6,41419,27254,22.4,0,"(40362.7, 42724.4]",38.8,37.2,44.5,2.55,40.8,42.03821656,9.278553175,185.4,"HS18_24",21.9,9.4,"PublicCoverage","Lt77"
"593",458.6,70235,184452,11.4,92.16489927,"(61494.5, 125635]",44.9,43.8,45.7,2.69,55.8,58.91095012,4.76817356,151.5,"HS18_24",11.3,20.8,"PrivateCoverage","77to90"
"594",412.6,43338,974861,27.5,82.06298129,"(42724.4, 45201]",31.4,30.5,32.3,3.17,44.2,46.81324986,6.004383506,152.8,"HS18_24",17.4,13,"PrivateCoverage","Lt77"
"595",443.4,43755,28017,17.1,0,"(42724.4, 45201]",37.2,35.6,38.5,2.92,51.4,50.81604717,6.12741125,165.2,"HS18_24",23.6,10.7,"PrivateCoverage","77to90"
"596",459.5,40581,135727,21,7.367730813,"(40362.7, 42724.4]",37.4,36.6,38.3,2.47,41.4,40.60826608,5.240578994,177.4,"SomeCol18_24",9.3,18.5,"PrivateCoverage","77to90"
"597",387.9,38737,180191,23.6,0,"(37413.8, 40362.7]",32.2,31,33.6,3.61,44.2,51.56720916,7.022539698,130.3,"HS18_24",23.6,9.9,"PrivateCoverage","Lt77"
"598",408.4,49267,18260,14,0,"(48021.6, 51046.4]",45.7,44.5,47.7,2.23,46.8,40.26643207,4.535082715,138.1,"HS18_24",9.7,14.7,"PrivateCoverage","77to90"
"599",419.5,47451,882176,24.5,47.6095473,"(45201, 48021.6]",31.1,30.5,31.7,3.21,46.5,50.96534463,6.627706717,161.3,"HS18_24",19.7,10.3,"PrivateCoverage","Lt77"
"600",431.5,38221,29457,22.7,0,"(37413.8, 40362.7]",41.6,39.8,43,2.38,54.1,49.55752212,7.388908026,156.8,"HS18_24",24,15.6,"PrivateCoverage","Lt77"
"601",430.2,53572,66418,12,813.0326116,"(51046.4, 54545.6]",40.9,39.8,42.4,2.38,51.7,49.23186185,5.247084953,159.7,"SomeCol18_24",13.6,24.3,"PrivateCoverage","90to95"
"602",371.2,37911,2408,19.1,0,"(37413.8, 40362.7]",44.8,41.8,47.3,2.52,56.5,57.98611111,5.027932961,126.9,"NoHS18_24",29.1,18.7,"PrivateCoverage","95to100"
"603",460.7,36734,19052,19.2,0,"(34218.1, 37413.8]",50.8,50.7,50.8,2.21,55.9,50.94274147,4.703476483,174.6,"HS18_24",26.7,12.9,"PrivateCoverage","95to100"
"604",349.8,43132,1683,15.4,0,"(42724.4, 45201]",51.2,51.1,51.3,2.31,66.3,64.99321574,8.620689655,130.6,"HS18_24",8.8,15.6,"PrivateCoverage","90to95"
"605",378.7,41539,7915,12.6,0,"(40362.7, 42724.4]",52.1,51.6,52.5,2.23,55.3,53.30958741,3.238866397,129.5,"HS18_24",13.7,18.8,"PrivateCoverage","95to100"
"606",573.8,36903,1830,18,0,"(34218.1, 37413.8]",49.6,52.3,44.2,2.47,55.1,52.04755614,3.899721448,198.6,"HS18_24",34.9,18.8,"PrivateCoverage","95to100"
"607",538.8,36449,4251,17.3,0,"(34218.1, 37413.8]",619.2,52.3,50.7,2.67,46,46.76903391,3.333333333,188.8,"HS18_24",17,9.8,"PublicCoverage","95to100"
"608",420.1,44716,114181,15.8,937.1086258,"(42724.4, 45201]",34.8,33.9,35.7,2.33,45.2,43.36607756,3.76216968,158.9,"HS18_24",9.3,25.4,"PrivateCoverage","90to95"
"609",587,39827,4582,19.1,0,"(37413.8, 40362.7]",48.5,49,48.1,2.43,58,56.74013327,7.611241218,196.6,"HS18_24",15.4,10.7,"PrivateCoverage","95to100"
"610",459.2,42942,15972,14.7,2191.334836,"(42724.4, 45201]",46.6,46.3,47.1,2.28,52.2,47.8139261,3.270009343,140.9,"HS18_24",19.9,23.3,"PrivateCoverage","95to100"
"611",456.8,41595,4169,15.7,0,"(40362.7, 42724.4]",47.9,45.6,49.1,2.26,60.8,55.58628319,9.448818898,151.2,"HS18_24",20,15.3,"PrivateCoverage","77to90"
"612",424.8,39292,6184,20.3,0,"(37413.8, 40362.7]",41.9,41.7,42.3,2.52,50.2,48.91114983,4.988123515,171.7,"NoHS18_24",28.1,17.4,"PrivateCoverage","77to90"
"613",462,40072,6840,20.2,0,"(37413.8, 40362.7]",45.4,43.6,49.3,2.25,43.3,49.78991597,6.109979633,161,"HS18_24",22.1,12.1,"PrivateCoverage","90to95"
"614",404.2,42902,41373,17.2,0,"(42724.4, 45201]",47.6,46.4,48.9,2.43,53.2,51.43251847,3.969171484,151.6,"HS18_24",26.3,16.6,"PrivateCoverage","95to100"
"615",435.5,65738,11960,8.2,0,"(61494.5, 125635]",38,38.1,37.9,2.51,55.9,51.16489482,9.156118143,170.1,"HS18_24",18.9,11.4,"PrivateCoverage","90to95"
"616",509.5,37511,11476,23.8,0,"(37413.8, 40362.7]",30.4,28,31,3.54,38.7,42.40940255,6.547122602,182.6,"HS18_24",29.9,10,"PrivateCoverage","Lt77"
"617",490.7,50751,9398,20.5,0,"(48021.6, 51046.4]",36.9,38,36.1,2.81,53.8,52.04855842,4.558969277,164.6,"HS18_24",14.9,14.8,"PrivateCoverage","Lt77"
"618",439.6,32815,11336,20.7,0,"[22640, 34218.1]",51.5,52.4,50.9,2.21,61.2,55.89519651,8.568548387,151.3,"HS18_24",32.7,12.9,"PrivateCoverage","90to95"
"619",403.1,52711,3687,10.2,0,"(51046.4, 54545.6]",47.1,47.3,46.9,2.16,56.5,49.84746797,3.617945007,165,"HS18_24",17.6,17.8,"PrivateCoverage","90to95"
"620",445.5,39882,34622,19.5,1357.518341,"(37413.8, 40362.7]",40.6,37.7,43.2,2.22,44.8,39.61304807,4.512392241,171.4,"HS18_24",18,16.8,"PrivateCoverage","90to95"
"621",519.3,60812,9486,8.4,421.674046,"(54545.6, 61494.5]",46.7,47,46.4,2.44,65.2,64.21699626,3.636363636,127.4,"HS18_24",18,15.2,"PrivateCoverage","95to100"
"622",473.1,45000,3634,12,0,"(42724.4, 45201]",46.1,44.2,48.8,2.55,62.4,62.55319149,9.191759113,165.6,"SomeCol18_24",28.6,20,"PrivateCoverage","95to100"
"623",447.8,46208,6104,13.9,0,"(45201, 48021.6]",44.8,44.7,44.8,2.5,58.3,58.64304235,8.581138488,164.9,"HS18_24",25.4,16.5,"PrivateCoverage","95to100"
"624",475.5,45207,5087,17.2,0,"(45201, 48021.6]",41.7,40.9,44.6,2.24,52.6,53.29614604,6.557377049,174.2,"NoHS18_24",44.6,10.4,"PrivateCoverage","90to95"
"625",424,46328,7659,12.4,130.565348,"(45201, 48021.6]",45.5,44.4,46.4,2.26,60.5,55.44764795,5.681818182,129.5,"HS18_24",25.8,14.1,"PrivateCoverage","77to90"
"626",382,35875,2110,19.5,0,"(34218.1, 37413.8]",46.5,48.4,43.9,2.34,57.7,53.89830508,5.066666667,149.4,"NoHS18_24",52.4,14,"PrivateCoverage","95to100"
"627",373.3,43859,1130,11.7,0,"(42724.4, 45201]",51.2,53,49.6,2.15,56.5,51.78571429,17.87709497,214.4,"SomeCol18_24",18.7,16.4,"PrivateCoverage","95to100"
"628",475.8,51653,157048,12.3,1757.424482,"(51046.4, 54545.6]",38,36.8,39.1,2.44,50.2,47.79304059,5.116068139,168.9,"SomeCol18_24",16.4,20.1,"PrivateCoverage","90to95"
"629",485.3,48658,31587,12.5,63.31718745,"(48021.6, 51046.4]",37.8,35.5,39.6,2.35,51.9,49.86582478,5.432887856,157.5,"HS18_24",7.7,14.9,"PrivateCoverage","90to95"
"630",472.7,50919,6414,14,0,"(48021.6, 51046.4]",46.5,44.2,48.1,2.27,66,60.12052464,8.048993876,139,"HS18_24",11.2,12.8,"PrivateCoverage","95to100"
"631",520.4,52914,5315,10.3,0,"(51046.4, 54545.6]",45.6,44.7,47.3,2.37,60.5,57.52132914,4.356636272,171.1,"HS18_24",12.8,11.5,"PrivateCoverage","95to100"
"632",434.4,55465,11337,11.4,0,"(54545.6, 61494.5]",40.8,35.9,44.8,2.31,61.1,55.21331946,6.383909051,159,"HS18_24",27.4,11.3,"PrivateCoverage","90to95"
"633",384.9,39964,2006,13.9,0,"(37413.8, 40362.7]",50.8,50,51.6,2.15,64.7,54.86631016,9.17721519,135.2,"HS18_24",11,14.5,"PrivateCoverage","95to100"
"634",358.2,42348,2946,12.8,339.443313,"(40362.7, 42724.4]",47.6,46.8,50,2,64,53.1436135,0.363636364,156,"NoHS18_24",62.7,10.2,"PrivateCoverage","95to100"
"635",443.6,51550,48863,12.5,900.4768434,"(51046.4, 54545.6]",32.5,31.9,33.4,2.49,50.8,51.21512642,4.894004637,159.1,"HS18_24",5.3,23.1,"PrivateCoverage","90to95"
"636",485.1,49345,6585,10.6,0,"(48021.6, 51046.4]",47.4,46.1,48.6,2.33,60.7,57.8721885,7.352941176,201.4,"HS18_24",22.9,12.3,"PrivateCoverage","95to100"
"637",399.5,54240,8115,9.2,0,"(51046.4, 54545.6]",44.7,42.1,47.7,2.26,60.8,56.49986022,11.30834977,167.3,"HS18_24",22.7,11.2,"PrivateCoverage","95to100"
"638",478,66522,25512,6.9,0,"(61494.5, 125635]",498,40.4,42.4,2.57,62,61.33661337,7.938902508,193.1,"HS18_24",14.2,16.9,"PrivateCoverage","95to100"
"639",334.6,54421,8564,10.4,0,"(51046.4, 54545.6]",44.8,42.8,46.7,2.39,64.4,60.67132867,6.343283582,120,"HS18_24",14,13.1,"PrivateCoverage","95to100"
"640",462.8,52749,3956,9.3,0,"(51046.4, 54545.6]",44.9,42.8,48.1,2.25,66.5,59.72957084,7.489597781,172.1,"HS18_24",9.5,14.7,"PrivateCoverage","95to100"
"641",395.1,43564,5848,13.3,0,"(42724.4, 45201]",43.9,43.8,43.9,2.14,68,61.72792725,4.047619048,148.7,"HS18_24",29.2,14.5,"PrivateCoverage","90to95"
"642",439.5,55964,10167,9,0,"(54545.6, 61494.5]",39.9,37.8,41.7,2.27,55.1,48.91873435,11.69354839,122.2,"HS18_24",9,17.6,"PrivateCoverage","95to100"
"643",506.7,55758,6309,11.3,0,"(54545.6, 61494.5]",43.2,42.5,43.7,0.024,61.2,57.24111578,8.012820513,148.9,"SomeCol18_24",25.2,14.2,"PrivateCoverage","95to100"
"644",394.5,50758,10520,10.3,0,"(48021.6, 51046.4]",34.2,33.8,35,2.87,56.8,54.87066593,6.487488415,163,"HS18_24",20.8,9.5,"PrivateCoverage","90to95"
"645",370.9,56047,9125,9.1,0,"(54545.6, 61494.5]",43.6,43.3,44,2.41,61.3,57.39389024,7.272727273,128.3,"HS18_24",20.8,14.3,"PrivateCoverage","95to100"
"646",429.8,45644,10806,13.4,9439.200444,"(45201, 48021.6]",43.8,42,45.5,2.25,62.4,56.33298209,7.021791768,159.7,"HS18_24",26.9,14.6,"PrivateCoverage","95to100"
"647",396,50289,20781,14.8,0,"(48021.6, 51046.4]",33.7,33,34.3,2.81,57.1,57.47599451,9.833738848,177.8,"HS18_24",18,7.6,"PrivateCoverage","Lt77"
"648",370,40667,9055,18.8,220.8724462,"(40362.7, 42724.4]",33.7,33.1,34.6,2.22,48.7,50.26308502,7.437661221,155.4,"HS18_24",5.3,19.5,"PrivateCoverage","77to90"
"649",409,47366,23886,13.7,0,"(45201, 48021.6]",36.2,35.7,37,2.71,56.6,54.01484866,8.05433327,139.7,"HS18_24",27,9.7,"PrivateCoverage","77to90"
"650",402.3,44109,1921,11.8,0,"(42724.4, 45201]",47.1,44.6,47.2,2.34,55.3,50.3649635,2.873563218,104.6,"HS18_24",12.6,11.5,"PrivateCoverage","95to100"
"651",447.2,52601,5797,10.7,0,"(51046.4, 54545.6]",41.9,41.1,42.5,2.51,58.1,55.57483731,7.055749129,168.3,"HS18_24",14.3,12.6,"PrivateCoverage","95to100"
"652",487.5,50043,36706,12.9,27.24350242,"(48021.6, 51046.4]",39.4,38.3,40.4,2.37,55.8,52.27663799,7.218949743,177.9,"HS18_24",16.3,13.4,"PrivateCoverage","95to100"
"653",476.6,52842,550064,14,818.0866226,"(51046.4, 54545.6]",34,33.2,34.9,2.52,47.6,44.9580658,5.925782154,179.7,"SomeCol18_24",12.7,24.2,"PrivateCoverage","77to90"
"654",406.9,45624,1799,13.8,0,"(45201, 48021.6]",46.2,42.8,48.3,2.18,62.3,55.44444444,5.83090379,151.9,"SomeCol18_24",18.4,13.6,"PrivateCoverage","95to100"
"655",423.8,54556,5619,10.1,0,"(54545.6, 61494.5]",47.5,46.2,49.1,2.22,57.5,53.40909091,6.001846722,150.3,"HS18_24",15.8,13.5,"PrivateCoverage","95to100"
"656",339.4,44794,2985,13.6,0,"(42724.4, 45201]",49.9,49,50.8,2.15,64,58.33924769,8.058608059,119.2,"HS18_24",6.9,14.6,"PrivateCoverage","95to100"
"657",443.6,48543,2624,13.7,0,"(48021.6, 51046.4]",44.4,42.7,45.1,2.25,59.5,58.11808118,3.646833013,127.2,"HS18_24",8.1,11.8,"PrivateCoverage","95to100"
"658",482.7,44461,4862,12.7,0,"(42724.4, 45201]",46.8,45.8,47.5,2.11,60.2,51.09841828,5.315614618,145.5,"NoHS18_24",34.3,14,"PrivateCoverage","95to100"
"659",463.1,50861,21900,11,0,"(48021.6, 51046.4]",44.6,42.9,46.1,2.3,57.8,54.4047619,6.416861827,165.2,"HS18_24",15.3,14.1,"PrivateCoverage","95to100"
"660",419.3,38645,1918,15.6,0,"(37413.8, 40362.7]",52.3,50.9,52.5,2.1,62.9,58.81656805,4.705882353,128.2,"NoHS18_24",42,16.3,"PrivateCoverage","95to100"
"661",482.9,40436,2028,11.8,0,"(40362.7, 42724.4]",51.4,53.1,50.9,2.1,57,49.16943522,3.095975232,141,"SomeCol18_24",4.1,11.8,"PrivateCoverage","95to100"
"662",445.3,55319,1973,9.1,0,"(54545.6, 61494.5]",46.7,45.6,48.8,2.46,64.9,64.63878327,1.38121547,187.4,"HS18_24",10.9,14.5,"PrivateCoverage","95to100"
"663",404.4,43858,2429,12.7,0,"(42724.4, 45201]",46,45.3,46.9,2.46,59.7,56.88442211,6.637168142,149,"NoHS18_24",29,10.7,"PrivateCoverage","95to100"
"664",469.4,48499,61680,14.7,551.232166,"(48021.6, 51046.4]",35.8,34.8,37.1,2.67,52,49.11068515,8.958855626,160.8,"HS18_24",17.7,12.4,"PrivateCoverage","90to95"
"665",411.9,62191,9190,6.9,0,"(61494.5, 125635]",42.9,40.9,44.3,2.45,62.7,60.81118115,3.387978142,155.8,"HS18_24",25.1,18.3,"PrivateCoverage","95to100"
"666",445.6,46744,3452,11.4,0,"(45201, 48021.6]",49.5,46.9,50.6,2.19,62.4,55.94855305,5.410122164,223.9,"HS18_24",15.1,12.4,"PrivateCoverage","95to100"
"667",501.5,40496,2883,13.8,4856.052723,"(40362.7, 42724.4]",48.2,44.1,49.8,2.12,57.3,49.55290611,9.807692308,183.7,"HS18_24",15.5,9.2,"PrivateCoverage","95to100"
"668",407.3,46667,10313,12.5,0,"(45201, 48021.6]",45.5,42.9,47.5,2.25,63.9,57.8539823,8.200103146,155.3,"HS18_24",14.8,14.9,"PrivateCoverage","95to100"
"669",450.8,51040,6409,11.5,0,"(48021.6, 51046.4]",43.3,40.7,45.6,2.47,58.8,56.9140625,10.27070064,155.2,"SomeCol18_24",11.9,14.9,"PrivateCoverage","95to100"
"670",379.5,44947,7263,11.5,0,"(42724.4, 45201]",45.5,45,46.4,2.18,58.4,51.29502828,5.139186296,201.3,"HS18_24",16.2,10,"PrivateCoverage","95to100"
"671",425.6,48511,5173,13.9,0,"(48021.6, 51046.4]",42.3,40,47.5,2.13,48.5,51.00742312,4.337050805,185.6,"HS18_24",30.4,10.8,"PrivateCoverage","77to90"
"672",440.9,56791,6585,9.6,0,"(54545.6, 61494.5]",40.8,39.5,43.5,2.34,61.2,55.22226238,12.76119403,136.4,"HS18_24",14.4,16.8,"PrivateCoverage","95to100"
"673",411.5,45192,8063,12,0,"(42724.4, 45201]",49.1,47.7,49.8,2.06,59.5,51.08834827,2.702702703,161.3,"HS18_24",12.6,14.2,"PrivateCoverage","95to100"
"674",401.5,45771,3689,11.7,0,"(45201, 48021.6]",45.7,45.4,46.2,2.33,59.4,52.66836086,9.93485342,203.8,"HS18_24",25.3,11.6,"PrivateCoverage","95to100"
"675",461.2,42745,8543,14.9,0,"(42724.4, 45201]",47.6,45.9,49,2.24,61.4,54.79009688,6.866666667,161.7,"HS18_24",14.8,13.3,"PrivateCoverage","77to90"
"676",425.9,52011,306468,14,486.1845282,"(51046.4, 54545.6]",32.9,32.1,33.8,2.42,47.4,46.00270254,6.17570233,153.5,"HS18_24",6.3,23.9,"PrivateCoverage","77to90"
"677",456.8,49770,35656,14.5,28.0457707,"(48021.6, 51046.4]",40.1,39.2,40.7,2.34,55.2,50.01332445,5.843469064,167,"HS18_24",21.3,14.2,"PrivateCoverage","95to100"
"678",473.4,51836,35039,13.7,485.1736636,"(51046.4, 54545.6]",37.5,35.3,39.3,2.43,53.7,51.68844149,7.123638693,161.2,"SomeCol18_24",10.3,13.6,"PrivateCoverage","90to95"
"679",448.8,50893,7787,10.4,0,"(48021.6, 51046.4]",43.8,43.3,45.2,2.28,60.9,55.93984962,4.215304799,163.6,"HS18_24",12,12.1,"PrivateCoverage","95to100"
"680",444.6,46961,4854,14,0,"(45201, 48021.6]",41.3,41.1,41.7,2.38,53.6,49.67188289,5.760869565,131.6,"HS18_24",24.8,13.6,"PrivateCoverage","95to100"
"681",395.7,48535,3595,11.7,0,"(48021.6, 51046.4]",45.9,44.2,48.1,2.25,57.5,54.32816537,7.391304348,141.8,"HS18_24",12.7,10.9,"PrivateCoverage","95to100"
"682",398.7,49162,7046,13.6,567.6979847,"(48021.6, 51046.4]",39.1,36.8,41.4,2.31,52.2,52.86757039,8.91959799,164.7,"HS18_24",9.9,20.4,"PrivateCoverage","95to100"
"683",431.1,43249,4329,13.4,0,"(42724.4, 45201]",49.2,48,50.9,2.08,60.7,53.38491296,7.142857143,154.3,"HS18_24",16.8,11.2,"PrivateCoverage","95to100"
"684",410.1,51527,15984,10,0,"(51046.4, 54545.6]",41.8,39.6,43.8,2.41,55.9,52.75321855,8.147459727,149.1,"HS18_24",17,15.1,"PrivateCoverage","95to100"
"685",425,42977,2659,12.2,0,"(42724.4, 45201]",49.1,46.9,50.9,2.13,62.2,54.32196669,1.111111111,171.1,"NoHS18_24",31.4,10.8,"PrivateCoverage","95to100"
"686",327.2,56080,2944,10.4,0,"(54545.6, 61494.5]",44.1,41.6,45.6,2.32,65.5,62.42960579,6.593406593,147.5,"HS18_24",27.4,13.5,"PrivateCoverage","95to100"
"687",409.2,54137,9296,9.5,0,"(51046.4, 54545.6]",42,40.1,44.6,2.4,60.3,57.53755365,2.548476454,173.5,"HS18_24",19.2,16.9,"PrivateCoverage","95to100"
"688",426.4,53489,7208,10,0,"(51046.4, 54545.6]",41.3,39.8,42.9,2.4,64.3,59.31972789,9.160305344,159.5,"HS18_24",9.6,15.9,"PrivateCoverage","95to100"
"689",424.5,61768,32847,8.4,0,"(61494.5, 125635]",38,35.9,39.8,2.53,57.2,55.17431337,5.33869116,155.1,"HS18_24",19.7,13.7,"PrivateCoverage","95to100"
"690",417.6,58162,5202,8,0,"(54545.6, 61494.5]",45.4,44.6,46.3,2.37,61.8,60.07342818,7.071713147,187.7,"HS18_24",24.7,14.7,"PrivateCoverage","95to100"
"691",428.4,43842,10829,11.7,0,"(42724.4, 45201]",41.8,38.8,43.8,2.27,59.4,55.04192647,2.843394576,172.7,"HS18_24",9.3,12.9,"PrivateCoverage","95to100"
"692",444,44282,8094,14.4,0,"(42724.4, 45201]",47,46.1,48.1,2.14,59.7,51.82132412,6.961613533,192.2,"HS18_24",11.2,15.1,"PrivateCoverage","90to95"
"693",502.1,46051,1381,15,0,"(45201, 48021.6]",52,49.8,53.4,1.94,59.4,52.60869565,3.361344538,187.3,"SomeCol18_24",6,14.1,"PrivateCoverage","95to100"
"694",529,51805,14282,10.1,0,"(51046.4, 54545.6]",36.6,35.5,37.8,2.61,52,53.87931034,3.0621435,181.9,"NoHS18_24",20,8.1,"PrivateCoverage","90to95"
"695",463.5,74008,175692,5.3,108.1437971,"(61494.5, 125635]",33.7,32.7,34.6,2.71,59.5,59.17428972,7.30321114,169.9,"HS18_24",10.5,24.2,"PrivateCoverage","77to90"
"696",428.6,61961,21016,8.2,333.0795584,"(61494.5, 125635]",41.4,40.6,42.4,2.56,60.4,59.45375543,6.021555764,176.2,"SomeCol18_24",10.8,16.1,"PrivateCoverage","95to100"
"697",419.7,47194,36261,15.6,386.0897383,"(45201, 48021.6]",38.8,37.7,39.5,2.42,51.8,48.13283633,6.311958841,160.2,"HS18_24",14.4,14.5,"PrivateCoverage","90to95"
"698",472.2,48195,678889,19.9,849.9180278,"(48021.6, 51046.4]",34.2,33.5,34.9,2.41,40.5,37.31146697,5.788303646,190.8,"HS18_24",10.8,23.6,"PrivateCoverage","Lt77"
"699",431.5,37417,11660,19.9,0,"(37413.8, 40362.7]",45.3,44.2,46.1,2.3,56.1,50.74327039,4.422498927,212.3,"HS18_24",15,7.5,"PrivateCoverage","90to95"
"700",422.5,38595,19182,20.1,0,"(37413.8, 40362.7]",41,39.4,43.4,2.7,50.1,51.71965318,6.303030303,202.8,"HS18_24",9.2,9.3,"PrivateCoverage","90to95"
"701",497.9,45914,51487,14.3,58.26713539,"(45201, 48021.6]",39.9,38.5,40.9,2.69,52.5,54.88790688,4.968421053,199.1,"HS18_24",14.8,9.3,"PrivateCoverage","90to95"
"702",408,43425,37893,19.6,0,"(42724.4, 45201]",40.3,39.2,42,2.51,51.7,50.38510482,6.483677849,185.6,"HS18_24",17.3,11.6,"PrivateCoverage","77to90"
"703",471.4,56573,39165,14.7,0,"(54545.6, 61494.5]",43.7,42.7,44.8,2.58,56.4,58.14360771,5.28264626,174.7,"SomeCol18_24",14.8,15.9,"PrivateCoverage","Lt77"
"704",496.6,30299,17917,28.1,0,"[22640, 34218.1]",44.2,42.7,45.2,2.43,53,51.01314348,5.124835742,230.9,"HS18_24",10.9,7,"PublicCoverage","95to100"
"705",465.4,43851,41449,16.5,0,"(42724.4, 45201]",41.5,39.7,42.5,2.4,52.7,52.9812293,5.292111343,180.5,"HS18_24",7.2,11.6,"PrivateCoverage","90to95"
"706",460.4,37498,49399,19.5,0,"(37413.8, 40362.7]",40.4,39.1,41.3,2.49,50.2,48.65545786,4.845775592,214.7,"HS18_24",10.9,10.3,"PrivateCoverage","77to90"
"707",469.4,41326,28946,16.9,0,"(40362.7, 42724.4]",42.9,41.5,44,2.49,52.4,51.85447464,4.447587616,199.9,"HS18_24",12.5,9.7,"PrivateCoverage","77to90"
"708",496,35704,22846,21.9,0,"(34218.1, 37413.8]",43.6,42.4,45,2.52,57.9,57.94235925,3.497356649,211,"HS18_24",7.7,7.6,"PrivateCoverage","95to100"
"709",469.7,36740,68580,17.7,0,"(34218.1, 37413.8]",43.7,42.2,44.9,2.38,53,51.19917323,3.90120498,194.7,"HS18_24",9.2,9.8,"PrivateCoverage","95to100"
"710",460.3,28086,13441,26.1,0,"[22640, 34218.1]",42.6,41.4,44.4,2.55,48.4,46.88756943,5.094207955,218.9,"HS18_24",17.7,6.7,"PublicCoverage","77to90"
"711",489.4,37410,63402,23.4,0,"(34218.1, 37413.8]",39.9,39,41.5,2.54,51.3,49.59542297,5.325701036,197.9,"HS18_24",14.6,10,"PrivateCoverage","77to90"
"712",470.9,48380,354098,15.9,553.5190823,"(48021.6, 51046.4]",39.3,37.8,40.9,0.0248,48,47.00812066,5.342350159,172.9,"SomeCol18_24",13.1,18.2,"PrivateCoverage","Lt77"
"713",483.5,27323,6572,29.5,0,"[22640, 34218.1]",44.2,43.4,45,2.35,51.7,47.56717502,8.014184397,230.9,"HS18_24",5.7,7.3,"PublicCoverage","95to100"
"714",480.3,35321,25707,25.3,350.0991948,"(34218.1, 37413.8]",39.8,37.6,42.8,2.59,41.1,44.23715234,4.627249357,213.7,"HS18_24",29.4,5.7,"PrivateCoverage","Lt77"
"715",456.8,36285,25756,21.7,0,"(34218.1, 37413.8]",44.8,43.7,45.9,2.58,51.2,52.91257218,4.906586148,185.9,"SomeCol18_24",23.9,7.6,"PrivateCoverage","90to95"
"716",500.6,39506,56471,19.6,0,"(37413.8, 40362.7]",43.4,42.3,44.5,2.42,52.7,50.25251435,4.203166439,211.8,"HS18_24",12.6,8.8,"PrivateCoverage","95to100"
"717",457.4,35470,18023,24.7,0,"(34218.1, 37413.8]",39.9,37.3,41.4,2.57,43,42.75114155,4.488542405,183.7,"HS18_24",24.2,7.2,"PrivateCoverage","Lt77"
"718",467.1,39303,28015,19.1,0,"(37413.8, 40362.7]",40.7,39.1,41.6,2.57,51.5,50.04163197,4.405016825,204.5,"SomeCol18_24",12.5,8.4,"PrivateCoverage","77to90"
"719",479.3,37151,32147,20.5,0,"(34218.1, 37413.8]",44.9,43.7,46,2.36,55.2,51.26568184,4.382650748,219.1,"HS18_24",14.8,8.5,"PrivateCoverage","77to90"
"720",509.6,37443,24363,20.2,0,"(37413.8, 40362.7]",40.7,39.5,42.1,2.6,49.1,52.0583875,6.558627264,213.5,"HS18_24",21.4,6.6,"PrivateCoverage","90to95"
"721",457,39753,8149,19.1,122.7144435,"(37413.8, 40362.7]",43.2,41.3,43.8,2.49,56.7,54.88142901,3.771361226,219,"HS18_24",19.3,8.4,"PrivateCoverage","90to95"
"722",527.3,42837,18135,17.6,716.8458781,"(42724.4, 45201]",42.2,41.3,42.8,2.53,54.8,54.126895,5.078225186,222.6,"SomeCol18_24",14.1,8.9,"PrivateCoverage","95to100"
"723",449.1,35379,11509,23.4,0,"(34218.1, 37413.8]",45.8,44.9,46.5,2.49,50.8,50.34208784,3.981937603,196.5,"HS18_24",5.8,5.1,"PublicCoverage","95to100"
"724",484,41235,53240,17.8,0,"(40362.7, 42724.4]",42.3,41.1,44.2,2.58,53.4,55.6176635,4.075765263,185.3,"HS18_24",5.8,9.6,"PrivateCoverage","90to95"
"725",414.7,31330,17830,26.4,0,"[22640, 34218.1]",44.5,43,47.5,2.29,53.3,55.01498074,5.253623188,211.3,"HS18_24",15.8,6.1,"PrivateCoverage","90to95"
"726",484.4,47199,451324,17.7,276.9628914,"(45201, 48021.6]",37.3,35.9,38.7,2.39,49,46.71082117,4.759828048,181.6,"HS18_24",9.5,21,"PrivateCoverage","77to90"
